date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:58	290/290	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:49:58%20GMT	http://travellrsapp.com/robots.txt		(from )
13:50:01	6146/6146	---M-Z	200	added ('OK')	text/html	etag:%221802-54e5dc2a100fc-gzip%22	http://travellrsapp.com/	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/index.html	(from )
13:50:02	78223/78223	---M--	200	added ('OK')	text/html	etag:%22422fc6-1318f-55f4b44681575%22	http://www.artics.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/index.html	(from )
13:50:02	291/291	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:02%20GMT	http://travellrsapp.com/favicon.ico	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/favicon.ico	(from http://travellrsapp.com/)
13:50:03	268438/268438	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202017%2018:15:15%20GMT	https://www.appdindin.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/index.html	(from )
13:50:04	13499/13499	---MCZ	200	added ('OK')	text/html	etag:W/%222d6c697a5e5988f5c2637bc001dec0f6%22	https://ribon-landing.herokuapp.com/	/home/tits/websites/Brazil%20angel%20mobile/ribon-landing.herokuapp.com/index.html	(from )
13:50:04	48136/48136	---M--	200	added ('OK')	text/html	etag:W/%22rb5jZECeDhGFAiEpBNTYgg==%22	http://www.avi.do/	/home/tits/websites/Brazil%20angel%20mobile/www.avi.do/index.html	(from )
13:50:05	121200/121200	---M-Z	200	added ('OK')	text/css	etag:%221d970-54e5ab28e6cc8-gzip%22	http://travellrsapp.com/node_modules/bootstrap/dist/css/bootstrap.min.css	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/node_modules/bootstrap/dist/css/bootstrap.min.css	(from http://travellrsapp.com/)
13:50:06	9740/9740	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:04%20GMT	https://d3.do/	/home/tits/websites/Brazil%20angel%20mobile/d3.do/index.html	(from )
13:50:06	18972/18972	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:05%20GMT	https://www.zagapp.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.zagapp.com.br/index.html	(from )
13:50:06	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-54e5ab0fea93e-gzip%22	http://travellrsapp.com/node_modules/font-awesome/css/font-awesome.min.css	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/node_modules/font-awesome/css/font-awesome.min.css	(from http://travellrsapp.com/)
13:50:11	79575/79575	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:06%20GMT	https://www.kcollector.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.kcollector.com.br/index.html	(from )
13:50:11	36305/36305	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:10%20GMT	http://www.zumpy.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.zumpy.com.br/index.html	(from )
13:50:11	3368/3368	---M--	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:11%20GMT	http://www.longhathouse.com/	/home/tits/websites/Brazil%20angel%20mobile/www.longhathouse.com/index.html	(from )
13:50:11	2447/2447	---M-Z	200	added ('OK')	text/css	etag:%2298f-54e5dd37b0b3a-gzip%22	http://travellrsapp.com/css/style.css	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/css/style.css	(from http://travellrsapp.com/)
13:50:12	304/304	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:11%20GMT	http://parknet.com.br/	/home/tits/websites/Brazil%20angel%20mobile/parknet.com.br/index.html	(from )
13:50:14	15442/15442	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:07%20GMT	https://talentify.io/	/home/tits/websites/Brazil%20angel%20mobile/talentify.io/index.html	(from )
13:50:15	2884/2884	---M--	200	added ('OK')	text/html		https://www.ifood.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.ifood.com.br/index.html	(from )
13:50:15	26447/26447	---M--	200	added ('OK')	image/png	etag:%22674f-54e5aaeb86934%22	http://travellrsapp.com/imgs/logo.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/logo.png	(from http://travellrsapp.com/)
13:50:16	20193/20193	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:15%20GMT	https://linceapp.com.br/	/home/tits/websites/Brazil%20angel%20mobile/linceapp.com.br/index.html	(from )
13:50:17	5897/5897	---M--	200	added ('OK')	image/png	etag:%221709-54e5aae2d41ce%22	http://travellrsapp.com/imgs/btngoogle.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/btngoogle.png	(from http://travellrsapp.com/)
13:50:17	35335/35335	---M--	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:50:17%20GMT	http://www.syligo.com/	/home/tits/websites/Brazil%20angel%20mobile/www.syligo.com/index.html	(from )
13:50:17	60401/60401	---M-Z	200	added ('OK')	text/html	etag:%223a4a-560a1b52a3cbb%22	http://esites.pro/	/home/tits/websites/Brazil%20angel%20mobile/esites.pro/index.html	(from )
13:50:17	5252/5252	---M--	200	added ('OK')	image/png	etag:%221484-54e5aae216ab1%22	http://travellrsapp.com/imgs/btnapple.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/btnapple.png	(from http://travellrsapp.com/)
13:50:18	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Dec%202017%2011:50:18%20GMT	http://usebikeapp.com/	/home/tits/websites/Brazil%20angel%20mobile/usebikeapp.com/index.html	(from )
13:50:20	237957/237957	---M--	200	added ('OK')	image/png	etag:%223a185-54e5aae5dd6be%22	http://travellrsapp.com/imgs/g.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/g.png	(from http://travellrsapp.com/)
13:50:20	19613/19613	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Aug%202015%2019:31:11%20GMT	http://www.urbapp.com.br/	/home/tits/websites/Brazil%20angel%20mobile/www.urbapp.com.br/index.html	(from )
13:50:22	78422/78422	---M--	200	added ('OK')	image/png	etag:%2213256-54e5aae9d2124%22	http://travellrsapp.com/imgs/infoa.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/infoa.png	(from http://travellrsapp.com/)
13:50:23	71102/71102	---M--	200	added ('OK')	image/png	etag:%22115be-54e5aaeae37f1%22	http://travellrsapp.com/imgs/infob.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/infob.png	(from http://travellrsapp.com/)
13:50:23	242291/242291	---M--	200	added ('OK')	image/png	etag:%223b273-54e5aae889f60%22	http://travellrsapp.com/imgs/i.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/i.png	(from http://travellrsapp.com/)
13:50:23	49925/49925	---M--	200	added ('OK')	image/png	etag:%22c305-54e5aaeb54c5d%22	http://travellrsapp.com/imgs/infoc.png	/home/tits/websites/Brazil%20angel%20mobile/travellrsapp.com/imgs/infoc.png	(from http://travellrsapp.com/)
13:50:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:24%20GMT	https://www.appdindin.com.br/robots.txt		(from )
13:50:25	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:24%20GMT	http://www.appdindin.com.br/logo-facebook-dindin.png	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/logo-facebook-dindin.c.delayed	(from https://www.appdindin.com.br/)
13:50:26	16727/16727	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202016%2017:25:00%20GMT	https://www.appdindin.com.br/logo-facebook-dindin.png	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/logo-facebook-dindin.png	(from https://www.appdindin.com.br/)
13:50:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:26%20GMT	https://www.appdindin.com.br/museconfig.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/museconfig.e.delayed	(from https://www.appdindin.com.br/)
13:50:28	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:28%20GMT	https://appdindin.com.br/museconfig.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/museconfig.f.delayed	(from https://www.appdindin.com.br/)
13:50:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:28%20GMT	https://www.appdindin.com.br/jquery.musepolyfill.bgsize.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/jquery.musepolyfill.bgsize.js	(from https://www.appdindin.com.br/)
13:50:29	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:29%20GMT	https://appdindin.com.br/jquery.musepolyfill.bgsize.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/jquery.musepolyfill.bgsize.js	(from https://www.appdindin.com.br/)
13:50:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:30%20GMT	https://www.appdindin.com.br/jquery.watch.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/jquery.watch.js	(from https://www.appdindin.com.br/)
13:50:31	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:31%20GMT	https://appdindin.com.br/jquery.watch.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/jquery.watch.js	(from https://www.appdindin.com.br/)
13:50:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:32%20GMT	https://www.appdindin.com.br/webpro.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/webpro.js	(from https://www.appdindin.com.br/)
13:50:33	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:33%20GMT	https://appdindin.com.br/webpro.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/webpro.js	(from https://www.appdindin.com.br/)
13:50:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:34%20GMT	https://www.appdindin.com.br/musewpslideshow.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/musewpslideshow.js	(from https://www.appdindin.com.br/)
13:50:35	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:35%20GMT	https://appdindin.com.br/musewpslideshow.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/musewpslideshow.js	(from https://www.appdindin.com.br/)
13:50:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:36%20GMT	https://www.appdindin.com.br/jquery.museoverlay.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/jquery.museoverlay.js	(from https://www.appdindin.com.br/)
13:50:37	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:37%20GMT	https://appdindin.com.br/jquery.museoverlay.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/jquery.museoverlay.js	(from https://www.appdindin.com.br/)
13:50:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:38%20GMT	https://www.appdindin.com.br/touchswipe.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/touchswipe.js	(from https://www.appdindin.com.br/)
13:50:39	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:39%20GMT	https://appdindin.com.br/touchswipe.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/touchswipe.js	(from https://www.appdindin.com.br/)
13:50:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:40%20GMT	https://www.appdindin.com.br/jquery.musemenu.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/jquery.musemenu.js	(from https://www.appdindin.com.br/)
13:50:41	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:41%20GMT	https://appdindin.com.br/jquery.musemenu.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/jquery.musemenu.js	(from https://www.appdindin.com.br/)
13:50:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:42%20GMT	https://www.appdindin.com.br/musewpdisclosure.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/musewpdisclosure.js	(from https://www.appdindin.com.br/)
13:50:43	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:43%20GMT	https://appdindin.com.br/musewpdisclosure.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/musewpdisclosure.js	(from https://www.appdindin.com.br/)
13:50:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:44%20GMT	https://www.appdindin.com.br/jquery.museresponsive.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/jquery.museresponsive.js	(from https://www.appdindin.com.br/)
13:50:45	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:45%20GMT	https://appdindin.com.br/jquery.museresponsive.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/jquery.museresponsive.js	(from https://www.appdindin.com.br/)
13:50:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:46%20GMT	https://www.appdindin.com.br/require.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/require.js	(from https://www.appdindin.com.br/)
13:50:47	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:47%20GMT	https://appdindin.com.br/require.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/require.js	(from https://www.appdindin.com.br/)
13:50:48	17470/17470	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	date:Tue,%2002%20May%202017%2021:32:33%20GMT	https://www.appdindin.com.br/images/favicon.ico?crc=4072718658	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/images/faviconf467.ico	(from https://www.appdindin.com.br/)
13:50:49	8568/8568	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202017%2013:44:00%20GMT	https://www.appdindin.com.br/css/site_global.css?crc=519043528	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/css/site_global7aee.css	(from https://www.appdindin.com.br/)
13:50:50	104/104	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202017%2013:44:00%20GMT	https://www.appdindin.com.br/css/master_home-master.css?crc=4062981953	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/css/master_home-masterae35.css	(from https://www.appdindin.com.br/)
13:50:51	155640/155640	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Mar%202017%2013:44:00%20GMT	https://www.appdindin.com.br/css/index.css?crc=4163802412	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/css/indexf8b8.css	(from https://www.appdindin.com.br/)
13:50:53	35943/35943	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2013%20Nov%202017%2020:19:12%20GMT	https://www.google-analytics.com/analytics.js	/home/tits/websites/Brazil%20angel%20mobile/www.google-analytics.com/analytics.js	(from https://www.appdindin.com.br/)
13:50:53	268438/268438	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202017%2018:15:15%20GMT	https://www.appdindin.com.br/index.html	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/index-2.html	(from https://www.appdindin.com.br/)
13:50:54	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2030%20Mar%202017%2013:44:00%20GMT	https://www.appdindin.com.br/images/blank.gif?crc=4208392903	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/images/blank3e08.gif	(from https://www.appdindin.com.br/)
13:50:55	97643/97643	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Mar%202017%2018:05:31%20GMT	https://www.appdindin.com.br/tutorial.html	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/tutorial.html	(from https://www.appdindin.com.br/)
13:50:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Dec%202017%2011:50:56%20GMT	https://www.appdindin.com.br/jquery-1.8.3.min.js	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/jquery-1.8.3.min.js	(from https://www.appdindin.com.br/)
13:50:58	26353/26353	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:50:57%20GMT	https://appdindin.com.br/jquery-1.8.3.min.js	/home/tits/websites/Brazil%20angel%20mobile/appdindin.com.br/jquery-1.8.3.min.2e.delayed	(from https://www.appdindin.com.br/)
13:50:58	16420/16420	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2030%20Mar%202017%2013:44:00%20GMT	https://www.appdindin.com.br/scripts/require.js?crc=4234670167	/home/tits/websites/Brazil%20angel%20mobile/www.appdindin.com.br/scripts/requireb703.js	(from https://www.appdindin.com.br/)
13:51:00	11084/11084	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2014:45:13%20GMT	https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	/home/tits/websites/Brazil%20angel%20mobile/cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	(from https://www.appdindin.com.br/)
13:51:00	291/291	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:00%20GMT	http://www.artics.com.br/robots.txt		(from )
13:51:02	5842/5842	---MC-	200	added ('OK')	text/html	date:Tue,%2019%20Dec%202017%2011:51:00%20GMT	http://gmpg.org/xfn/11	/home/tits/websites/Brazil%20angel%20mobile/gmpg.org/xfn/11.html	(from http://www.artics.com.br/)
13:51:02	291/291	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:02%20GMT	http://www.artics.com.br/xmlrpc.php	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/xmlrpc.php	(from http://www.artics.com.br/)
13:51:03	20482/20482	---M--	200	added ('OK')	text/css	etag:%22581419-5002-55048ccfacb9b%22	http://www.artics.com.br/css/layerslider.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/layerslider.css	(from http://www.artics.com.br/)
13:51:04	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:04%20GMT	http://maps.googleapis.com/	/home/tits/websites/Brazil%20angel%20mobile/maps.googleapis.com/index.html	(from http://www.artics.com.br/)
13:51:04	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:04%20GMT	http://s.w.org/	/home/tits/websites/Brazil%20angel%20mobile/s.w.org/index.html	(from http://www.artics.com.br/)
13:51:04	1603/1603	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:04%20GMT	http://fonts.googleapis.com/	/home/tits/websites/Brazil%20angel%20mobile/fonts.googleapis.com/index.html	(from http://www.artics.com.br/)
13:51:04	29698/29698	---M--	200	added ('OK')	text/css	etag:%22581424-7402-55048cd234aac%22	http://www.artics.com.br/css/settings.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/settings.css	(from http://www.artics.com.br/)
13:51:05	396/396	---M--	200	added ('OK')	text/css	etag:%22581428-18c-55048cd11a332%22	http://www.artics.com.br/css/style.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/style.css	(from http://www.artics.com.br/)
13:51:06	12777/12777	---M--	200	added ('OK')	text/css	etag:%22581422-31e9-55048cd0500db%22	http://www.artics.com.br/css/plugins.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/plugins.min.css	(from http://www.artics.com.br/)
13:51:09	328312/328312	---M--	200	added ('OK')	text/css	etag:%22581423-50278-55048cd8223a4%22	http://www.artics.com.br/css/modules.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/modules.min.css	(from http://www.artics.com.br/)
13:51:09	30961/30961	---M--	200	added ('OK')	text/css	etag:%2258141a-78f1-55048ccfbb212%22	http://www.artics.com.br/css/font-awesome.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/font-awesome.min.css	(from http://www.artics.com.br/)
13:51:09	21783/21783	---M--	200	added ('OK')	text/css	etag:%22581426-5517-55048cd358e66%22	http://www.artics.com.br/css/style.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/style.min.css	(from http://www.artics.com.br/)
13:51:10	51244/51244	---M--	200	added ('OK')	text/css	etag:%2258141f-c82c-55048cd0460b4%22	http://www.artics.com.br/css/ionicons.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/ionicons.min.css	(from http://www.artics.com.br/)
13:51:11	77858/77858	---M--	200	added ('OK')	text/css	etag:%22581427-13022-55048cd58123c%22	http://www.artics.com.br/css/style_1.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/style_1.css	(from http://www.artics.com.br/)
13:51:12	12322/12322	---M--	200	added ('OK')	text/css	etag:%22581425-3022-55048cd280980%22	http://www.artics.com.br/css/simple-line-icons.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/simple-line-icons.css	(from http://www.artics.com.br/)
13:51:13	11113/11113	---M--	200	added ('OK')	text/css	etag:%2258141e-2b69-55048ccf8f6dc%22	http://www.artics.com.br/css/dripicons.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/dripicons.css	(from http://www.artics.com.br/)
13:51:14	36780/36780	---M--	200	added ('OK')	text/css	etag:%2258141d-8fac-5504b1bf12b76%22	http://www.artics.com.br/css/modules-responsive.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/modules-responsive.min.css	(from http://www.artics.com.br/)
13:51:15	2512/2512	---M--	200	added ('OK')	text/css	etag:%2258141b-9d0-55048ccf36519%22	http://www.artics.com.br/css/blog-responsive.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/blog-responsive.min.css	(from http://www.artics.com.br/)
13:51:16	610/610	---M--	200	added ('OK')	text/css	etag:%2258142a-262-55048cd3bbc69%22	http://www.artics.com.br/css/style_dynamic_responsive.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/style_dynamic_responsive.css	(from http://www.artics.com.br/)
13:51:17	24191/24191	---M--	200	added ('OK')	text/css	etag:%22581429-5e7f-55048cd29beff%22	http://www.artics.com.br/css/style_dynamic.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/style_dynamic.css	(from http://www.artics.com.br/)
13:51:19	4085/4085	---M--	200	added ('OK')	text/css	etag:%2258141c-ff5-55048ccf341f1%22	http://www.artics.com.br/css/css.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/css.css	(from http://www.artics.com.br/)
13:51:21	458823/458823	---M--	200	added ('OK')	text/css	etag:%22581420-70047-55048cd328510%22	http://www.artics.com.br/css/js_composer.min.css	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/css/js_composer.min.css	(from http://www.artics.com.br/)
13:51:22	97184/97184	---M--	200	added ('OK')	text/javascript	etag:%22581400-17ba0-55048ccbf7078%22	http://www.artics.com.br/js/jquery.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/jquery.js	(from http://www.artics.com.br/)
13:51:22	10056/10056	---M--	200	added ('OK')	text/javascript	etag:%22581405-2748-55048cca6898b%22	http://www.artics.com.br/js/jquery-migrate.min.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/jquery-migrate.min.js	(from http://www.artics.com.br/)
13:51:22	2532/2532	---M--	200	added ('OK')	text/javascript	etag:%2258140f-9e4-55048ccc7b98a%22	http://www.artics.com.br/js/scrolltoplugin.min.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/scrolltoplugin.min.js	(from http://www.artics.com.br/)
13:51:23	117557/117557	---M--	200	added ('OK')	text/javascript	etag:%22581404-1cb35-55048ccbe66d9%22	http://www.artics.com.br/js/greensock.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/greensock.js	(from http://www.artics.com.br/)
13:51:24	111080/111080	---M--	200	added ('OK')	text/javascript	etag:%22581409-1b1e8-55048ccc79662%22	http://www.artics.com.br/js/layerslider.kreaturamedia.jquery.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/layerslider.kreaturamedia.jquery.js	(from http://www.artics.com.br/)
13:51:25	23831/23831	---M--	200	added ('OK')	text/javascript	etag:%2258140a-5d17-55048ccbdc6b1%22	http://www.artics.com.br/js/layerslider.transitions.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/layerslider.transitions.js	(from http://www.artics.com.br/)
13:51:26	110418/110418	---M--	200	added ('OK')	text/javascript	etag:%22581408-1af52-55048ccbe8a01%22	http://www.artics.com.br/js/jquery.themepunch.tools.min.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/jquery.themepunch.tools.min.js	(from http://www.artics.com.br/)
13:51:27	64607/64607	---M--	200	added ('OK')	text/javascript	etag:%22581407-fc5f-55048ccb9a035%22	http://www.artics.com.br/js/jquery.themepunch.revolution.min.js	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/js/jquery.themepunch.revolution.min.js	(from http://www.artics.com.br/)
13:51:28	291/291	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:28%20GMT	http://www.artics.com.br/xmlrpc.php?rsd	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/xmlrpc0db0.php	(from http://www.artics.com.br/)
13:51:29	308/308	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202017%2011:51:29%20GMT	http://www.artics.com.br/wp-includes/wlwmanifest.xml	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/wp-includes/wlwmanifest.xml	(from http://www.artics.com.br/)
13:51:29	78223/78223	---M--	200	added ('OK')	text/html	etag:%22422fc6-1318f-55f4b44681575%22	http://www.artics.com.br/?rest_route=/	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/index52f0.html	(from http://www.artics.com.br/)
13:51:30	12475/12475	---M--	200	added ('OK')	image/jpeg	etag:%225813b4-30bb-55048cc31fdf4%22	http://www.artics.com.br/images/App2-Background-5.jpg	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/images/App2-Background-5.jpg	(from http://www.artics.com.br/)
13:51:31	29145/29145	---M--	200	added ('OK')	image/jpeg	etag:%225813b5-71d9-55048cc365351%22	http://www.artics.com.br/images/App2-Background-1.jpg	/home/tits/websites/Brazil%20angel%20mobile/www.artics.com.br/images/App2-Background-1.jpg	(from http://www.artics.com.br/)
